timestamp,meter_id,avg_active_power,avg_voltage
2024-01-01 00:00:00,house_1,0.3109928536302683,
2024-01-01 00:05:00,house_1,0.3063135043934195,230.79280038053858
2024-01-01 00:10:00,house_1,0.22759556364130754,229.07390985554912
2024-01-01 00:15:00,house_1,0.38676829087959697,228.85647520924448
2024-01-01 00:20:00,house_1,0.32216217466753416,230.0626595122062
2024-01-01 00:25:00,house_1,0.21804027615379384,231.71936733014255
2024-01-01 00:30:00,house_1,,233.6360089451949
2024-01-01 00:35:00,house_1,0.3212877779801543,230.55944033704174
2024-01-01 00:40:00,house_1,0.2016159209574698,
2024-01-01 00:45:00,house_1,0.4425072462257253,229.12585423759543
2024-01-01 00:50:00,house_1,0.27354049130035224,229.98134537846772
2024-01-01 00:55:00,house_1,,228.37800201987756
2024-01-01 01:00:00,house_1,0.39837642081387015,229.05091768037738
2024-01-01 01:05:00,house_1,0.40558540457671544,230.49494459092648
2024-01-01 01:10:00,house_1,,224.46284240441747
2024-01-01 01:15:00,house_1,0.24250653809624523,228.41431688519083
2024-01-01 01:20:00,house_1,0.4564871110112511,230.6047604318146
2024-01-01 01:25:00,house_1,0.3089594093925653,228.49385205552386
2024-01-01 01:30:00,house_1,0.3071609261882633,232.25526484207558
2024-01-01 01:35:00,house_1,0.27839672419565725,231.902460919186
2024-01-01 01:40:00,house_1,0.24511126641974088,230.85918262753708
2024-01-01 01:45:00,house_1,0.23323832463794422,230.8885564874071
2024-01-01 01:50:00,house_1,0.29485559529132865,231.89947729108917
2024-01-01 01:55:00,house_1,0.3001984860711324,
2024-01-01 02:00:00,house_1,0.41232516031114097,230.87878681734023
2024-01-01 02:05:00,house_1,,
2024-01-01 02:10:00,house_1,0.3030507410801176,227.72788157879504
2024-01-01 02:15:00,house_1,0.24320776105548597,227.34535615113154
2024-01-01 02:20:00,house_1,0.4377049184316578,229.30121820151467
2024-01-01 02:25:00,house_1,0.39787092042170996,229.0091691449355
2024-01-01 02:30:00,house_1,0.41209205846241126,
2024-01-01 02:35:00,house_1,0.4057571284594941,229.32213222814462
2024-01-01 02:40:00,house_1,0.2618416980507866,232.994972425996
2024-01-01 02:45:00,house_1,0.38882732020906063,228.4891999016596
2024-01-01 02:50:00,house_1,0.3129568389709855,
2024-01-01 02:55:00,house_1,,228.38630539128712
2024-01-01 03:00:00,house_1,0.3041516449837085,231.70025798029528
2024-01-01 03:05:00,house_1,0.38309634910411317,230.29903982865113
2024-01-01 03:10:00,house_1,0.31210808020096703,229.56740216694715
2024-01-01 03:15:00,house_1,0.4041115825422092,229.79508601976426
2024-01-01 03:20:00,house_1,0.44303260243260534,228.09968246897884
2024-01-01 03:25:00,house_1,,228.76964576165886
2024-01-01 03:30:00,house_1,0.4722037475632792,230.8128044733856
2024-01-01 03:35:00,house_1,0.2068282134858169,230.27326340625982
2024-01-01 03:40:00,house_1,0.24462858262964934,228.34870429025077
2024-01-01 03:45:00,house_1,0.3340097289630414,231.7622663530426
2024-01-01 03:50:00,house_1,0.5157080905924618,232.19738337605548
2024-01-01 03:55:00,house_1,0.38057936642423734,
2024-01-01 04:00:00,house_1,0.2743191012226409,226.12197953956684
2024-01-01 04:05:00,house_1,0.35835797537884606,231.43417168845372
2024-01-01 04:10:00,house_1,0.39555449438185064,230.07447265536217
2024-01-01 04:15:00,house_1,0.29719282539556724,
2024-01-01 04:20:00,house_1,0.24246278014619027,228.8943613637909
2024-01-01 04:25:00,house_1,0.4377897444587747,230.15340909246635
2024-01-01 04:30:00,house_1,0.3851746541263285,229.87419978675698
2024-01-01 04:35:00,house_1,0.3860024106572235,232.08451506296674
2024-01-01 04:40:00,house_1,0.4224809251874344,
2024-01-01 04:45:00,house_1,0.2983753626143999,230.71687755886273
2024-01-01 04:50:00,house_1,0.4210895768550946,229.4854294470711
2024-01-01 04:55:00,house_1,0.2561517694921219,227.83721651761752
2024-01-01 05:00:00,house_1,,232.137794007194
2024-01-01 05:05:00,house_1,0.37758837738275514,230.96922416688602
2024-01-01 05:10:00,house_1,0.37807933196785476,228.60595783399816
2024-01-01 05:15:00,house_1,0.30035228109394857,228.89997799078938
2024-01-01 05:20:00,house_1,0.29908046086957407,
2024-01-01 05:25:00,house_1,0.48183700318706746,231.14902112069376
2024-01-01 05:30:00,house_1,0.40662301377736226,
2024-01-01 05:35:00,house_1,0.3414310074398109,227.59802340468664
2024-01-01 05:40:00,house_1,,233.0294965713535
2024-01-01 05:45:00,house_1,0.4545807886042207,
2024-01-01 05:50:00,house_1,0.3780124187103119,230.43828583951267
2024-01-01 05:55:00,house_1,,231.1667168226671
2024-01-01 06:00:00,house_1,3.8109517312914987,230.02152264731976
2024-01-01 06:05:00,house_1,5.126436734249893,230.7579403630363
2024-01-01 06:10:00,house_1,,233.5382219192711
2024-01-01 06:15:00,house_1,3.7813414416768603,230.1307096633414
2024-01-01 06:20:00,house_1,3.702921668692892,228.86802337693607
2024-01-01 06:25:00,house_1,3.58423268817819,233.62408354967778
2024-01-01 06:30:00,house_1,3.796886876279911,229.84639305869996
2024-01-01 06:35:00,house_1,3.7205744897910216,230.98812055049103
2024-01-01 06:40:00,house_1,,232.55893730336174
2024-01-01 06:45:00,house_1,3.8764766053992,231.30819922936234
2024-01-01 06:50:00,house_1,5.344180214990482,
2024-01-01 06:55:00,house_1,,228.6669192296725
2024-01-01 07:00:00,house_1,3.7081325329778196,230.4377981759174
2024-01-01 07:05:00,house_1,3.68044302548921,230.85715748278267
2024-01-01 07:10:00,house_1,3.712010280680532,230.53053232083371
2024-01-01 07:15:00,house_1,,
2024-01-01 07:20:00,house_1,3.713705796839643,
2024-01-01 07:25:00,house_1,3.5373916215381938,
2024-01-01 07:30:00,house_1,3.814221164359199,230.83951534006172
2024-01-01 07:35:00,house_1,3.6116864345258612,229.41365589265493
