timestamp,meter_id,avg_voltage,Actual_Power,Predicted_Power
2024-01-24 23:55:00,house_1,230.3920843888995,0.3303148492944227,0.34070927
2024-01-25 00:00:00,house_1,230.5946556846656,0.3330754748349604,0.33277568
2024-01-25 00:05:00,house_1,232.10078002304363,0.41395221324548476,0.40129122
2024-01-25 00:10:00,house_1,231.04313233060492,0.3656069170345198,0.36520433
2024-01-25 00:15:00,house_1,227.34154251892164,0.31726162082355486,0.31303993
2024-01-25 00:20:00,house_1,228.60980826812062,0.28671527863731344,0.28586927
2024-01-25 00:25:00,house_1,230.9022381961508,0.44869011875749243,0.42179
2024-01-25 00:30:00,house_1,230.12300073298016,0.25930251053872067,0.27906168
2024-01-25 00:35:00,house_1,228.34667461650088,0.2566022441165535,0.27297097
2024-01-25 00:40:00,house_1,229.261050774767,0.3366921577093467,0.32693163
2024-01-25 00:45:00,house_1,232.78464903336393,0.36041791673211926,0.35350978
2024-01-25 00:50:00,house_1,231.23134442701098,0.20312378184098773,0.23085742
2024-01-25 00:55:00,house_1,229.67803982065803,0.2561556195952101,0.2650702
2024-01-25 01:00:00,house_1,229.85234180242105,0.1601966868890916,0.24135359
2024-01-25 01:05:00,house_1,230.02664378418407,0.278682906797756,0.24952361
2024-01-25 01:10:00,house_1,232.46424642285115,0.3971691267064203,0.3548342
2024-01-25 01:15:00,house_1,232.61703829423942,0.22358099033561976,0.25145137
2024-01-25 01:20:00,house_1,232.76983016562772,0.3698943714390438,0.3454053
2024-01-25 01:25:00,house_1,234.10943500821205,0.5290347185340067,0.4771405
2024-01-25 01:30:00,house_1,230.61536138550656,0.45694550223105423,0.46057057
2024-01-25 01:35:00,house_1,230.68683343449618,0.3848562859281017,0.381006
2024-01-25 01:40:00,house_1,230.7583054834858,0.4732442170849189,0.45488602
2024-01-25 01:45:00,house_1,230.06913487860197,0.25814791691809114,0.27994558
2024-01-25 01:50:00,house_1,229.37996427371814,0.4018134880556117,0.38220334
2024-01-25 01:55:00,house_1,227.37086602357857,0.45741768899047364,0.4378559
2024-01-25 02:00:00,house_1,231.93496438572384,0.25375221758433186,0.2778303
2024-01-25 02:05:00,house_1,231.02417843956863,0.4951779682611119,0.44388035
2024-01-25 02:10:00,house_1,230.01887628987197,0.4219467196525033,0.4106603
2024-01-25 02:15:00,house_1,230.06060344478516,0.3487154710438947,0.34668416
2024-01-25 02:20:00,house_1,229.41300693138436,0.27548422243528614,0.28917587
2024-01-25 02:25:00,house_1,227.59153766986324,0.3653847445740066,0.36021575
2024-01-25 02:30:00,house_1,231.71723857268472,0.32105089833375894,0.32400632
2024-01-25 02:35:00,house_1,232.07675455092306,0.25699408598587886,0.26859045
2024-01-25 02:40:00,house_1,232.4362705291614,0.1929372736379988,0.22699986
2024-01-25 02:45:00,house_1,233.70815527311652,0.3049672456593132,0.2902579
2024-01-25 02:50:00,house_1,230.5106008802838,0.2939105652489087,0.2981966
2024-01-25 02:55:00,house_1,230.40968379996417,0.2753207880473387,0.27952445
2024-01-25 03:00:00,house_1,230.008003258408,0.2567310108457687,0.28748277
2024-01-25 03:05:00,house_1,228.09697931221734,0.3682100983871883,0.35769284
2024-01-25 03:10:00,house_1,230.61956276202278,0.3349552370880574,0.32467696
2024-01-25 03:15:00,house_1,230.7870005663371,0.2714854738337508,0.272403
2024-01-25 03:20:00,house_1,230.95443837065145,0.4925523058111162,0.47276855
2024-01-25 03:25:00,house_1,230.20990520849386,0.28463909631121564,0.29125002
2024-01-25 03:30:00,house_1,229.46537204633628,0.3581718965648113,0.36869845
2024-01-25 03:35:00,house_1,228.8360621798291,0.3403980379641334,0.34799525
2024-01-25 03:40:00,house_1,227.6305637141533,0.32262417936345555,0.32561088
2024-01-25 03:45:00,house_1,227.61861464417024,0.17300656321329033,0.20485166
2024-01-25 03:50:00,house_1,230.20973030404502,0.3726355526245873,0.340347
2024-01-25 03:55:00,house_1,230.70118410920898,0.43775123166175545,0.40387788
2024-01-25 04:00:00,house_1,231.19263791437294,0.3548401747155812,0.36860982
2024-01-25 04:05:00,house_1,227.59078282179453,0.2597587630664192,0.272749
2024-01-25 04:10:00,house_1,230.132135160364,0.1646773514172572,0.21444178
2024-01-25 04:15:00,house_1,228.93767514792464,0.30671522462538015,0.28903148
2024-01-25 04:20:00,house_1,227.7432151354853,0.44875309783350303,0.40578076
2024-01-25 04:25:00,house_1,231.33913696482878,0.3309506319670737,0.34790322
2024-01-25 04:30:00,house_1,230.25397069162926,0.2407696985827627,0.25502765
2024-01-25 04:35:00,house_1,229.16880441842977,0.3466274390508146,0.33755124
2024-01-25 04:40:00,house_1,233.0144167205213,0.39122742463069843,0.38728297
2024-01-25 04:45:00,house_1,230.27213394293966,0.29666920024291304,0.30402303
2024-01-25 04:50:00,house_1,229.8876753031097,0.312324840039348,0.30871844
2024-01-25 04:55:00,house_1,228.88865071627325,0.32798047983578305,0.32923138
2024-01-25 05:00:00,house_1,230.2874355202226,0.343636119632218,0.3410161
2024-01-25 05:05:00,house_1,228.80690749542904,0.359291759428653,0.3616683
2024-01-25 05:10:00,house_1,228.23792953721494,0.31973194145513373,0.32464278
2024-01-25 05:15:00,house_1,230.5399797468845,0.3666781608950822,0.35961884
2024-01-25 05:20:00,house_1,226.82443468370053,0.41362438033503074,0.3925669
2024-01-25 05:25:00,house_1,229.36565278741682,0.25605535942377083,0.27069378
2024-01-25 05:30:00,house_1,231.90687089113308,0.30914519164508475,0.30119383
2024-01-25 05:35:00,house_1,232.7647025457076,0.2624896099524339,0.26835608
2024-01-25 05:40:00,house_1,229.7630364814082,0.36167284455101045,0.34783694
2024-01-25 05:45:00,house_1,228.4045196208353,0.4087346396149782,0.40051907
2024-01-25 05:50:00,house_1,232.25702149272007,0.45579643467894587,0.4307847
2024-01-25 05:55:00,house_1,231.6775348869065,0.5028582297429136,0.47049347
2024-01-25 06:00:00,house_1,231.99194428985444,3.912581686905854,3.5030925
2024-01-25 06:05:00,house_1,232.3063536928024,5.163354680125086,4.141707
2024-01-25 06:10:00,house_1,230.1480989366331,3.63031844012052,3.6551764
2024-01-25 06:15:00,house_1,229.56941393871307,3.741080732390273,3.6988304
2024-01-25 06:20:00,house_1,231.59705212443743,3.4958829875497406,3.5958695
2024-01-25 06:25:00,house_1,230.15646636439078,3.6344083419669517,3.6464837
2024-01-25 06:30:00,house_1,229.8409767140431,3.8389536572485037,3.7374861
2024-01-25 06:35:00,house_1,229.1221443161184,3.585288851509624,3.6929314
2024-01-25 06:40:00,house_1,227.77136720432492,3.5481625625385744,3.6171794
2024-01-25 06:45:00,house_1,229.12688378317253,3.566338429869522,3.5134878
2024-01-25 06:50:00,house_1,227.7715970372655,3.58451429720047,3.5268276
2024-01-25 06:55:00,house_1,231.73816956405886,3.6841213693865624,3.6297586
